reaction_id	name	grade	projected_grade	mechanism_grade	limiting_compound	reason	n_compounds	n_graded	distinct_grades	in_priority_scope	dg_prime_kcal_per_mol	uncertainty_kcal_per_mol
rxn00188	N-carbamyl-L-glutamate amidohydrolase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd03460	MolGpKa with symmetry collapse	6	6	3	1	11.004	1.287
rxn00189	L-Glutamine amidohydrolase	SILVER	SILVER	GOLD	cpd00013	ChemAxon ladder from pinned cache	4	4	2	1	-3.097	0.220
rxn00190	Deamido-NAD+:L-glutamine amido-ligase (AMP-forming)	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd00638	MolGpKa with symmetry collapse	9	9	3	1	-6.706	0.775
rxn00191	L-Alanine:2-oxoglutarate aminotransferase	SILVER	SILVER	GOLD	cpd00020	ChemAxon ladder from pinned cache	4	4	1	1	0.033	0.135
rxn00192	acetyl-CoA:L-glutamate N-acetyltransferase	SILVER	SILVER	GOLD	cpd00010	ChemAxon ladder from pinned cache	5	5	2	1	-5.340	0.828
rxn00193	glutamate racemase	SILVER	SILVER	GOLD	cpd00023	ChemAxon ladder from pinned cache	2	2	1	1	0.139	0.548
rxn00194	L-glutamate 1-carboxy-lyase (4-aminobutanoate-forming)	SILVER	SILVER	GOLD	cpd00023	ChemAxon ladder from pinned cache	4	4	2	1	-6.389	0.907
rxn00195	L-threo-3-Methylaspartate carboxy-aminomethylmutase	SILVER	SILVER	GOLD	cpd00023	ChemAxon ladder from pinned cache	2	2	1	1	-2.412	0.602
rxn00196	2,5-dioxopentanoate:NADP+ 5-oxidoreductase	BRONZE	BRONZE	SILVER	cpd00340	MolGpKa, sites chemically distinct	6	6	3	1	-9.328	0.527
rxn00197	2-oxoglutarate:NADP+ 2-oxidoreductase (CoA-succinylating)	SILVER	SILVER	GOLD	cpd00005	ChemAxon ladder from pinned cache	6	6	2	1	-8.126	1.005
rxn00198	Isocitrate:NADP+ oxidoreductase (decarboxylating)	SILVER	SILVER	GOLD	cpd00005	ChemAxon ladder from pinned cache	5	5	2	1	0.239	0.839
rxn00199	oxalosuccinate carboxy-lyase (2-oxoglutarate-forming)	BRONZE	BRONZE	SILVER	cpd03187	MolGpKa, sites chemically distinct	4	4	3	1	-4.112	1.017
rxn00200	2-oxoglutaramate amidohydrolase	SILVER	SILVER	GOLD	cpd00013	ChemAxon ladder from pinned cache	4	4	2	1	-0.370	0.612
rxn00201	R00270	SILVER	SILVER	GOLD	cpd00013	ChemAxon ladder from pinned cache	4	4	2	1	10.321	0.824
rxn00202	acetyl-CoA:2-oxoglutarate C-acetyltransferase (thioester-hyd	BRONZE	BRONZE	SILVER	cpd00919	MolGpKa, sites chemically distinct	6	6	3	1	8.617	0.702
rxn00203	2-Oxoglutarate carboxy-lyase	SILVER	SILVER	GOLD	cpd00024	ChemAxon ladder from pinned cache	4	4	2	1	-4.820	0.881
rxn00204	oxalate:oxygen oxidoreductase	SILVER	SILVER	GOLD	cpd00025	ChemAxon ladder from pinned cache	5	5	2	1	-41.719	2.019
rxn00205	glutathione:hydrogen-peroxide oxidoreductase	SILVER	SILVER	GOLD	cpd00025	ChemAxon ladder from pinned cache	5	5	2	1	-75.273	0.880
rxn00208	Pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating	SILVER	SILVER	GOLD	cpd00013	ChemAxon ladder from pinned cache	6	6	2	1	-23.563	1.160
rxn00209	Pyridoxine 5-phosphate:oxygen oxidoreductase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd00478	MolGpKa with symmetry collapse	4	4	3	1	-26.337	1.081
rxn00210	D-Glutamate:oxygen oxidoreductase (deaminating)	SILVER	SILVER	GOLD	cpd00013	ChemAxon ladder from pinned cache	6	6	2	1	-22.676	1.201
rxn00211	UDP-glucose:NAD+ 6-oxidoreductase	SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	6	6	2	1	-5.083	0.561
rxn00212	UDP-glucose glucophosphohydrolase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd00089	MolGpKa with symmetry collapse	5	5	3	1	-8.058	0.966
rxn00213	UTP:alpha-D-glucose-1-phosphate uridylyltransferase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd00089	MolGpKa with symmetry collapse	4	4	3	1	-0.425	0.140
rxn00214	UDP-glucose 4-epimerase	BRONZE	BRONZE	SILVER	cpd00043	MolGpKa, sites chemically distinct	2	2	2	1	1.263	0.213
rxn00215	UDP-glucose 4,6-hydro-lyase (UDP-4-dehydro-6-deoxy-D-glucose	BRONZE	BRONZE	SILVER	cpd02528	MolGpKa, sites chemically distinct	3	3	3	1	-13.388	0.625
rxn00216	ATP:D-glucose 6-phosphotransferase	SILVER	SILVER	GOLD	cpd00002	ChemAxon ladder from pinned cache	5	5	2	1	-4.052	0.112
rxn00217	D-Glucose:NAD+ 1-oxidoreductase	SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	5	5	2	1	-1.172	0.289
rxn00218	D-Glucose:NADP+ 1-oxidoreductase	BRONZE	BRONZE	SILVER	cpd01992	MolGpKa, sites chemically distinct	5	5	3	1	-1.643	0.557
rxn00219	D-glucose:oxygen 2-oxidoreductase	BRONZE	BRONZE	SILVER	cpd01792	MolGpKa, sites chemically distinct	4	4	3	1	-30.806	1.164
rxn00220	D-Glucose-6-phosphate phosphohydrolase	SILVER	SILVER	GOLD	cpd00009	ChemAxon ladder from pinned cache	4	4	2	1	-2.026	0.120
rxn00221	D-Glucose-1-phosphate phosphohydrolase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd00089	MolGpKa with symmetry collapse	4	4	3	1	-3.845	0.220
rxn00222	cellobiose glucohydrolase	BRONZE	BRONZE	SILVER	cpd00158	MolGpKa, sites chemically distinct	3	3	3	1	-2.855	0.485
rxn00223	D-glucose aldose-ketose-isomerase	BRONZE	BRONZE	SILVER	cpd00082	MolGpKa, sites chemically distinct	2	2	2	1	-0.043	0.076
rxn00225	ATP:acetate phosphotransferase	SILVER	SILVER	GOLD	cpd00002	ChemAxon ladder from pinned cache	4	4	1	1	3.123	0.140
rxn00226	ATP:acetate adenylyltransferase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd03566	MolGpKa with symmetry collapse	4	4	3	1	278.850	23901.373
rxn00227	Acetyl phosphate phosphohydrolase	SILVER	SILVER	GOLD	cpd00009	ChemAxon ladder from pinned cache	5	5	2	1	-9.201	0.162
rxn00228	Phosphonoacetate phosphonohydrolase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd03385	MolGpKa with symmetry collapse	5	5	3	1	-18.768	1.736
rxn00229	(S)-lactate:oxygen 2-oxidoreductase (decarboxylating)	SILVER	SILVER	GOLD	cpd00029	ChemAxon ladder from pinned cache	5	5	2	1	-117.109	1.137
rxn00230	diphosphate:acetate phosphotransferase	SILVER	SILVER	GOLD	cpd00009	ChemAxon ladder from pinned cache	4	4	2	1	5.236	0.165
rxn00231	Acetamide amidohydrolase	SILVER	SILVER	GOLD	cpd00013	ChemAxon ladder from pinned cache	4	4	2	1	-4.834	0.592
rxn00232	5'-acetylphosphoadenosine acetylhydrolase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd03566	MolGpKa with symmetry collapse	5	5	3	1	-286.981	23901.383
rxn00233	2,4-dioxopentanoate acetylhydrolase	BRONZE	BRONZE	BRONZE	cpd01443	MolGpKa, sites chemically distinct	5	5	3	1	-15.928	0.619
rxn00234	(2S)-2-hydroxy-2-methylbutanedioate pyruvate-lyase (acetate-	SILVER	SILVER	GOLD	cpd00020	ChemAxon ladder from pinned cache	3	3	1	1	0.686	0.296
rxn00235	6-Acetyl-D-glucose acetylhydrolase	BRONZE	BRONZE	SILVER	cpd01726	MolGpKa, sites chemically distinct	5	5	3	1	-6.378	0.651
rxn00236	GDP phosphohydrolase	SILVER	SILVER	GOLD	cpd00009	ChemAxon ladder from pinned cache	5	5	2	1	-5.989	0.315
rxn00237	ATP:GDP phosphotransferase	SILVER	SILVER	GOLD	cpd00002	ChemAxon ladder from pinned cache	4	4	1	1	-0.469	0.340
rxn00239	ATP:GMP phosphotransferase	SILVER	SILVER	GOLD	cpd00002	ChemAxon ladder from pinned cache	5	5	2	1	-0.090	0.305
rxn00241	GTP phosphohydrolase	SILVER	SILVER	GOLD	cpd00009	ChemAxon ladder from pinned cache	5	5	2	1	-5.609	0.346
rxn00242	guanosine-3',5'-bis(diphosphate) 3'-diphosphohydrolase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd00905	MolGpKa with symmetry collapse	4	4	3	1	-9.081	1.546
rxn00243	GDP-glucose glucohydrolase	SILVER	SILVER	GOLD	cpd00027	ChemAxon ladder from pinned cache	4	4	2	1	-5.340	0.856
rxn00244	Oxaloacetate acetylhydrolase	SILVER	SILVER	GOLD	cpd00029	ChemAxon ladder from pinned cache	5	5	2	1	-8.720	0.863
rxn00245	(R,R)-tartrate hydro-lyase (oxaloacetate-forming)	SILVER	SILVER	GOLD	cpd00032	ChemAxon ladder from pinned cache	3	3	2	1	-9.449	0.490
rxn00247	ATP:oxaloacetate carboxy-lyase (transphosphorylating;phospho	SILVER	SILVER	GOLD	cpd00002	ChemAxon ladder from pinned cache	5	5	2	1	3.496	0.829
rxn00248	(S)-malate:NAD+ oxidoreductase	SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	5	5	2	1	4.100	0.078
rxn00249	(S)-malate:NADP+ oxidoreductase	SILVER	SILVER	GOLD	cpd00005	ChemAxon ladder from pinned cache	5	5	2	1	4.093	0.112
rxn00250	Pyruvate:carbon-dioxide ligase (ADP-forming)	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd00242	MolGpKa with symmetry collapse	7	7	3	1	-2.983	0.186
rxn00251	phosphate:oxaloacetate carboxy-lyase (adding phosphate;phosp	SILVER	SILVER	GOLD	cpd00009	ChemAxon ladder from pinned cache	6	6	2	1	9.575	0.831
rxn00252	diphosphate:oxaloacetate carboxy-lyase (transphosphorylating	SILVER	SILVER	GOLD	cpd00009	ChemAxon ladder from pinned cache	5	5	2	1	5.610	0.832
rxn00253	erythro-3-hydroxy-Ls-aspartate ammonia-lyase (oxaloacetate-f	BRONZE	BRONZE	SILVER	cpd02458	MolGpKa, sites chemically distinct	3	3	2	1	-7.614	0.545
rxn00254	2-oxosuccinamate amidohydrolase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd01577	MolGpKa with symmetry collapse	4	4	3	1	-3.568	0.638
rxn00255	4-carboxy-4-hydroxy-2-oxoadipate oxaloacetate-lyase (pyruvat	BRONZE	BRONZE	SILVER	cpd02544	MolGpKa, sites chemically distinct	3	3	2	1	3.953	0.691
rxn00256	acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydro	SILVER	SILVER	GOLD	cpd00010	ChemAxon ladder from pinned cache	6	6	2	1	7.816	0.112
rxn00257	acetyl-CoA:oxaloacetate C-acetyltransferase [(pro-S)-carboxy	SILVER	SILVER	GOLD	cpd00002	ChemAxon ladder from pinned cache	7	7	1	1	1.737	0.111
rxn00258	Malonyl-CoA:pyruvate carboxytransferase	SILVER	SILVER	GOLD	cpd00020	ChemAxon ladder from pinned cache	4	4	1	1	-1.111	0.372
rxn00259	(3S)-citryl-CoA oxaloacetate-lyase (acetyl-CoA-forming)	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd00442	MolGpKa with symmetry collapse	3	3	2	1	3.978	0.490
rxn00260	L-Aspartate:2-oxoglutarate aminotransferase	SILVER	SILVER	GOLD	cpd00023	ChemAxon ladder from pinned cache	4	4	1	1	-2.495	0.139
rxn00261	rxn00261	BRONZE	BRONZE	SILVER	cpd03366	MolGpKa, sites chemically distinct	6	6	3	0	213.247	23902.536
rxn00262	L-Aspartic acid:oxygen oxidoreductase (deaminating)	SILVER	SILVER	GOLD	cpd00013	ChemAxon ladder from pinned cache	6	6	2	1	-25.032	1.076
rxn00263	D-Aspartate:oxygen oxidoreductase (deaminating)	SILVER	SILVER	GOLD	cpd00013	ChemAxon ladder from pinned cache	6	6	2	1	-25.221	1.173
rxn00264	(S)-Malate:oxygen oxidoreductase	SILVER	SILVER	GOLD	cpd00025	ChemAxon ladder from pinned cache	4	4	2	1	-27.183	1.070
rxn00265	citrate oxaloacetate-lyase (forming acetate from the pro-S c	SILVER	SILVER	GOLD	cpd00029	ChemAxon ladder from pinned cache	3	3	1	1	0.889	0.122
rxn00266	Oxaloacetate keto-enol-isomerase	SILVER	SILVER	GOLD	cpd00032	ChemAxon ladder from pinned cache	2	2	1	1	0.000	0.000
rxn00268	glycine:NAD+ oxidoreductase (deaminating)	SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	7	7	2	1	10.616	0.411
rxn00269	glycine:oxygen oxidoreductase (deaminating)	SILVER	SILVER	GOLD	cpd00013	ChemAxon ladder from pinned cache	6	6	2	1	-20.667	1.138
rxn00270	S-Adenosyl-L-methionine:glycine N-methyltransferase	SILVER	SILVER	GOLD	cpd00017	ChemAxon ladder from pinned cache	5	5	2	1	12.640	23902.051
rxn00271	N-(carboxymethyl)-D-alanine:NAD+ oxidoreductase (glycine-for	BRONZE	BRONZE	SILVER	cpd02373	MolGpKa, sites chemically distinct	7	7	3	1	7.249	1.134
rxn00272	L-Alanine:glyoxylate aminotransferase	SILVER	SILVER	GOLD	cpd00020	ChemAxon ladder from pinned cache	4	4	1	1	-1.838	0.420
rxn00273	Acetyl-CoA:glycine C-acetyltransferase	BRONZE	BRONZE	BRONZE	cpd02053	MolGpKa, sites chemically distinct	4	4	2	1	8.438	0.552
rxn00274	Acetyl-CoA:glycine C-acetyltransferase	BRONZE	BRONZE	BRONZE	cpd02211	MolGpKa, sites chemically distinct	4	4	2	1	8.438	0.552
rxn00275	Glycine:2-oxoglutarate aminotransferase	SILVER	SILVER	GOLD	cpd00023	ChemAxon ladder from pinned cache	4	4	1	1	1.871	0.411
rxn00276	Glycine:oxaloacetate aminotransferase	SILVER	SILVER	GOLD	cpd00032	ChemAxon ladder from pinned cache	4	4	1	1	4.366	0.417
rxn00278	L-Alanine:NAD+ oxidoreductase (deaminating)	SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	7	7	2	1	8.778	0.136
rxn00279	L-aspartate 4-carboxy-lyase (L-alanine-forming)	SILVER	SILVER	GOLD	cpd00035	ChemAxon ladder from pinned cache	4	4	2	1	-5.704	0.841
rxn00280	2,2'-iminodipropanoate:NAD+ oxidoreductase (L-alanine-formin	SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	7	7	2	1	8.157	0.748
rxn00281	rxn00281	SILVER	SILVER	GOLD	cpd00010	ChemAxon ladder from pinned cache	4	4	1	1	8.165	0.904
rxn00282	L-alanine:oxaloacetate aminotransferase	SILVER	SILVER	GOLD	cpd00020	ChemAxon ladder from pinned cache	4	4	1	1	2.528	0.186
rxn00283	alanine racemase	SILVER	SILVER	GOLD	cpd00035	ChemAxon ladder from pinned cache	2	2	1	1	-0.010	0.257
rxn00284	succinate:NAD+ oxidoreductase	SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	5	5	2	1	15.273	0.539
rxn00285	Succinate:CoA ligase (ADP-forming)	SILVER	SILVER	GOLD	cpd00002	ChemAxon ladder from pinned cache	6	6	1	1	-0.206	0.340
rxn00286	succinyl-CoA:malate CoA-transferase	SILVER	SILVER	GOLD	cpd00036	ChemAxon ladder from pinned cache	4	4	1	1	-1.625	0.950
rxn00287	Succinyl-CoA hydrolase	SILVER	SILVER	GOLD	cpd00010	ChemAxon ladder from pinned cache	5	5	2	1	-5.873	0.346
rxn00288	Succinate:(acceptor) oxidoreductase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd00015	MolGpKa with symmetry collapse	4	4	2	1	20.307	1.858
rxn00289	(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate pyruvate-lyase 	BRONZE	BRONZE	SILVER	cpd02799	MolGpKa, sites chemically distinct	3	3	2	1	3.250	0.766
rxn00290	succinyl-CoA:acetoacetate CoA-transferase	SILVER	SILVER	GOLD	cpd00036	ChemAxon ladder from pinned cache	4	4	1	1	3.048	0.167
rxn00291	N-succinyl-L-glutamate amidohydrolase	BRONZE	BRONZE	BRONZE	cpd03525	MolGpKa, sites chemically distinct	4	4	3	1	0.283	0.906
rxn00292	UDP-N-acetyl-D-glucosamine 2-epimerase	BRONZE	BRONZE	SILVER	cpd00492	MolGpKa, sites chemically distinct	4	4	3	1	-5.613	0.864
rxn00293	UTP:N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransfe	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd02611	MolGpKa with symmetry collapse	4	4	3	1	-1.458	0.748
rxn00295	UDP-N-acetyl-D-glucosamine 4-epimerase	SILVER	SILVER	GOLD	cpd00037	ChemAxon ladder from pinned cache	2	2	1	1	0.189	0.681
rxn00297	UDP-N-acetyl-D-glucosamine 2-epimerase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd00861	MolGpKa with symmetry collapse	2	2	2	1	0.672	0.681
rxn00298	UDP-N-acetyl-D-glucosamine:NAD+ 6-oxidoreductase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd02782	MolGpKa with symmetry collapse	6	6	3	1	-4.906	0.756
rxn00299	GTP 7,8-8,9-dihydrolase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd02978	MolGpKa with symmetry collapse	5	5	3	1	-11.963	1.559
rxn00300	GTP 7,8-8,9-dihydrolase (diphosphate-forming)	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd00957	MolGpKa with symmetry collapse	6	6	3	1	-10.675	1.486
rxn00301	GTP diphosphohydrolase (diphosphate-forming)	SILVER	SILVER	GOLD	cpd00038	ChemAxon ladder from pinned cache	5	5	2	1	-7.632	0.477
rxn00302	GTP 8,9-hydrolase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd03518	MolGpKa with symmetry collapse	3	3	3	1	2.132	0.748
rxn00303	ATP:GTP 3'-diphosphotransferase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd02740	MolGpKa with symmetry collapse	5	5	3	1	3.506	1.717
rxn00304	GTP:pyruvate 2-O-phosphotransferase	SILVER	SILVER	GOLD	cpd00020	ChemAxon ladder from pinned cache	5	5	2	1	7.143	0.357
rxn00305	GTP:oxaloacetate carboxy-lyase (adding GTP;phosphoenolpyruva	SILVER	SILVER	GOLD	cpd00031	ChemAxon ladder from pinned cache	5	5	2	1	3.966	0.892
rxn00306	Succinate:CoA ligase (GDP-forming)	SILVER	SILVER	GOLD	cpd00009	ChemAxon ladder from pinned cache	6	6	1	1	0.264	0.119
rxn00307	GTP diphosphate-lyase (cyclizing; 3',5'-cyclic-GMP-forming)	SILVER	SILVER	GOLD	cpd00038	ChemAxon ladder from pinned cache	4	4	2	1	1.304	0.788
rxn00308	L-lysine:NAD+ oxidoreductase (deaminating, cyclizing)	SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	6	6	2	1	1.218	2.133
rxn00309	L-Lysine:NAD+ 6-oxidoreductase (deaminating)	BRONZE	BRONZE	SILVER	cpd01046	MolGpKa, sites chemically distinct	7	7	3	1	7.881	0.592
rxn00310	L-lysine:oxygen 2-oxidoreductase (deaminating)	BRONZE	BRONZE	SILVER	cpd02074	MolGpKa, sites chemically distinct	6	6	3	1	-24.975	1.199
rxn00311	L-lysine,NADPH:oxygen oxidoreductase (6-hydroxylating)	SILVER	SILVER	GOLD	cpd00005	ChemAxon ladder from pinned cache	6	6	2	1	-43.711	23901.693
rxn00312	L-Lysine:oxygen 2-oxidoreductase (decarboxylating)	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd00729	MolGpKa with symmetry collapse	5	5	3	1	-111.995	1.234
rxn00313	meso-2,6-diaminoheptanedioate carboxy-lyase (L-lysine-formin	SILVER	SILVER	GOLD	cpd00039	ChemAxon ladder from pinned cache	4	4	2	1	-4.881	0.962
rxn00314	N2-(D-1-carboxylethyl)-L-lysine:NADP+ oxidoreductase (L-lysi	BRONZE	BRONZE	SILVER	cpd02490	MolGpKa, sites chemically distinct	7	7	3	1	9.130	0.867
rxn00315	L-Lysine:pyruvate aminotransferase	BRONZE	BRONZE	SILVER	cpd01046	MolGpKa, sites chemically distinct	4	4	2	1	-0.896	0.601
rxn00316	acetyl-CoA:L-lysine N6-acetyltransferase	SILVER	SILVER	GOLD	cpd00010	ChemAxon ladder from pinned cache	5	5	2	1	-6.335	0.568
rxn00317	L-Lysine:2-oxoglutarate 6-aminotransferase	BRONZE	BRONZE	SILVER	cpd01046	MolGpKa, sites chemically distinct	4	4	2	1	-0.864	0.592
rxn00318	N6-acetyl-L-lysine amidohydrolase	SILVER	SILVER	GOLD	cpd00029	ChemAxon ladder from pinned cache	4	4	2	1	-0.591	0.570
rxn00319	rxn00319	SILVER	SILVER	GOLD	cpd00013	ChemAxon ladder from pinned cache	3	3	1	1	-5.333	2.118
rxn00320	lysine racemase	SILVER	SILVER	GOLD	cpd00039	ChemAxon ladder from pinned cache	2	2	1	1	0.000	0.748
rxn00321	L-Lysine 2,3-aminomutase	SILVER	SILVER	GOLD	cpd00039	ChemAxon ladder from pinned cache	2	2	1	1	-1.106	0.529
rxn00322	L-lysine carboxy-lyase (cadaverine-forming)	SILVER	SILVER	GOLD	cpd00039	ChemAxon ladder from pinned cache	4	4	2	1	-6.759	0.924
rxn00323	L-Lysine-1,6-lactam lactamhydrolase	BRONZE	BRONZE	SILVER	cpd01832	MolGpKa, sites chemically distinct	3	3	3	1	4.544	1.003
rxn00324	glycolate:NADP+ oxidoreductase	SILVER	SILVER	GOLD	cpd00005	ChemAxon ladder from pinned cache	5	5	2	1	10.517	0.234
rxn00325	Glyoxylate:oxygen oxidoreductase	SILVER	SILVER	GOLD	cpd00025	ChemAxon ladder from pinned cache	6	6	2	1	-37.093	1.366
rxn00326	Glyoxylate:NADP+ oxidoreductase (CoA-oxalylating)	SILVER	SILVER	GOLD	cpd00005	ChemAxon ladder from pinned cache	6	6	2	1	-3.406	0.334
rxn00327	(S)-ureidoglycolate amidohydrolase (decarboxylating)	SILVER	SILVER	GOLD	cpd00013	ChemAxon ladder from pinned cache	6	6	2	1	-7.418	1.267
rxn00328	4-hydroxy-2-oxoglutarate glyoxylate-lyase (pyruvate-forming)	SILVER	SILVER	GOLD	cpd00020	ChemAxon ladder from pinned cache	3	3	1	1	4.335	0.388
rxn00330	acetyl-CoA:glyoxylate C-acetyltransferase (thioester-hydroly	SILVER	SILVER	GOLD	cpd00010	ChemAxon ladder from pinned cache	6	6	2	1	8.117	0.532
rxn00331	(3S)-3-carboxy-3-hydroxypropanoyl-CoA glyoxylate-lyase (acet	SILVER	SILVER	GOLD	cpd00022	ChemAxon ladder from pinned cache	3	3	1	1	3.870	0.748
rxn00332	2-oxoglutarate:glyoxylate succinaldehydetransferase (decarbo	BRONZE	BRONZE	SILVER	cpd02056	MolGpKa, sites chemically distinct	5	5	3	1	8.021	1.011
rxn00333	Glycolate:oxygen 2-oxidoreductase	SILVER	SILVER	GOLD	cpd00025	ChemAxon ladder from pinned cache	4	4	2	1	-20.759	1.089
rxn00334	3-oxalomalate glyoxylate-lyase (oxaloacetate-forming)	BRONZE	BRONZE	SILVER	cpd01363	MolGpKa, sites chemically distinct	3	3	2	1	2.941	0.760
rxn00335	erythro-3-hydroxy-Ls-aspartate glyoxylate-lyase (glycine-for	BRONZE	BRONZE	SILVER	cpd02458	MolGpKa, sites chemically distinct	3	3	2	1	0.694	0.683
rxn00336	isocitrate glyoxylate-lyase (succinate-forming)	SILVER	SILVER	GOLD	cpd00036	ChemAxon ladder from pinned cache	3	3	1	1	2.501	0.345
rxn00337	ATP:L-aspartate 4-phosphotransferase	SILVER	SILVER	GOLD	cpd00002	ChemAxon ladder from pinned cache	4	4	1	1	5.324	0.748
rxn00338	L-aspartate:oxygen oxidoreductase	BRONZE	BRONZE	SILVER	cpd03470	MolGpKa, sites chemically distinct	4	4	3	1	-18.056	1.207
rxn00339	L-Aspartate:ammonia ligase (ADP-forming)	SILVER	SILVER	GOLD	cpd00002	ChemAxon ladder from pinned cache	7	7	2	1	-3.207	0.902
rxn00340	L-aspartate:ammonia ligase (AMP-forming)	SILVER	SILVER	GOLD	cpd00002	ChemAxon ladder from pinned cache	7	7	2	1	-5.260	0.909
rxn00341	N-Carbamoyl-L-aspartate amidohydrolase	SILVER	SILVER	GOLD	cpd00013	ChemAxon ladder from pinned cache	6	6	2	1	-8.903	1.273
rxn00342	L-Asparagine amidohydrolase	SILVER	SILVER	GOLD	cpd00013	ChemAxon ladder from pinned cache	4	4	2	1	-2.871	0.901
rxn00343	3-Cyano-L-alanine aminohydrolase	SILVER	SILVER	GOLD	cpd00013	ChemAxon ladder from pinned cache	4	4	2	1	10.133	23901.261
rxn00344	Acetyl-CoA:L-aspartate N-acetyltransferase	BRONZE	BRONZE	SILVER	cpd00767	MolGpKa, sites chemically distinct	5	5	3	1	-6.271	0.631
rxn00345	N-Acetyl-L-aspartate amidohydrolase	BRONZE	BRONZE	SILVER	cpd00767	MolGpKa, sites chemically distinct	4	4	3	1	-0.655	0.636
rxn00346	L-aspartate 1-carboxy-lyase (beta-alanine-forming)	SILVER	SILVER	GOLD	cpd00041	ChemAxon ladder from pinned cache	4	4	2	1	-6.795	1.535
rxn00347	L-Aspartate ammonia-lyase	SILVER	SILVER	GOLD	cpd00013	ChemAxon ladder from pinned cache	3	3	1	1	3.007	0.122
rxn00348	aspartate racemase	SILVER	SILVER	GOLD	cpd00041	ChemAxon ladder from pinned cache	2	2	2	1	0.189	0.493
rxn00350	glutathione gamma-glutamylaminopeptidase	BRONZE	BRONZE	BRONZE	cpd01017	MolGpKa, sites chemically distinct	4	4	3	1	-9.680	23901.550
rxn00351	gamma-L-glutamyl-L-cysteine:glycine ligase (ADP-forming)	BRONZE	BRONZE	BRONZE	cpd00506	MolGpKa, sites chemically distinct	7	7	3	1	4.242	23901.556
rxn00352	S-Succinylglutathione hydrolase	BRONZE	BRONZE	BRONZE	cpd02029	MolGpKa, sites chemically distinct	5	5	3	1	-6.096	0.754
rxn00353	rxn00353	SILVER	SILVER	GOLD	cpd00042	ChemAxon ladder from pinned cache	2	2	1	0	-11.120	0.254
rxn00354	UDP-D-galactose:NAD+ 6-oxidoreductase	BRONZE	BRONZE	SILVER	cpd00043	MolGpKa, sites chemically distinct	6	6	3	1	-6.617	0.651
rxn00355	UTP:alpha-D-galactose-1-phosphate uridylyltransferase	BRONZE	BRONZE	SILVER	cpd00043	MolGpKa, sites chemically distinct	4	4	3	1	0.707	0.825
rxn00356	UDP-galactose:D-glucose 4-beta-D-galactosyltransferase	BRONZE	BRONZE	SILVER	cpd00043	MolGpKa, sites chemically distinct	4	4	2	1	-2.956	0.584
rxn00357	UDP-galactose:UDP-N-acetyl-D-glucosamine galactose phosphotr	BRONZE	BRONZE	SILVER	cpd00043	MolGpKa, sites chemically distinct	5	5	3	1	48.058	16901.784
rxn00358	UDP-D-galactopyranose furanomutase	BRONZE	BRONZE	SILVER	cpd00043	MolGpKa, sites chemically distinct	2	2	1	1	1.451	0.461
rxn00359	3'-phosphoadenylyl-sulfate sulfohydrolase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd00044	MolGpKa with symmetry collapse	5	5	2	1	-20.555	1.503
