# cache=/scratch/seaver/Claude_Projects/eQuilibrator/data/modelseed_cache_b/compounds.sqlite params=/scratch/seaver/Claude_Projects/eQuilibrator/data/cc_params_dedup.npz p_h=7.0 ionic_strength=0.25M p_mg=3.0 T=298.15K
compound_id	name	formula	status	dgf_prime_kJ_per_mol	uncertainty_kJ_per_mol	dgf_prime_kcal_per_mol	uncertainty_kcal_per_mol
cpd00322	L-Isoleucine	C6H13NO2	ok	185.798	2.933	44.407	0.701
cpd00323	L-Pipecolate	C6H11NO2	ok	131.512	8.406	31.432	2.009
cpd00324	MTTL	CH4S	ok	150.598	3.466	35.994	0.828
cpd00325	Progesterone	C21H30O2	outside CC span	1001.694	inf	239.411	inf
cpd00326	Sinapoyl-CoA	C32H42N7O20P3S	ok	-1863.761	11.214	-445.450	2.680
cpd00327	strcoa	C39H66N7O17P3S	ok	-438.780	10.746	-104.871	2.568
cpd00328	Streptomycin	C21H42N7O12	ok	164.727	14.264	39.371	3.409
cpd00329	Cyclohexanone	C6H10O	ok	264.507	6.638	63.219	1.587
cpd00330	Dihydrofolate	C19H19N7O6	outside CC span	325.028	inf	77.684	inf
cpd00331	cis-Aconitate	C6H3O6	ok	-801.092	1.549	-191.466	0.370
cpd00332	Mevalonic acid	C6H11O4	ok	-199.789	1.259	-47.751	0.301
cpd00333	(E)-Cinnamate	C9H7O2	ok	156.998	3.178	37.523	0.760
cpd00334	L-Lactaldehyde	C3H6O2	ok	-41.066	1.423	-9.815	0.340
cpd00335	Dehydroascorbate	C6H6O6	ok	-620.822	3.782	-148.380	0.904
cpd00336	Prostaglandin H2	C20H31O5	outside CC span	692.046	inf	165.403	inf
cpd00337	Hydrouracil	C4H6N2O2	ok	-37.250	3.298	-8.903	0.788
cpd00338	5-Aminolevulinate	C5H9NO3	ok	-110.515	1.425	-26.414	0.341
cpd00339	5-Aminopentanoate	C5H11NO2	ok	94.073	1.692	22.484	0.404
cpd00340	2,5-Dioxopentanoate	C5H5O4	ok	-373.305	1.488	-89.222	0.356
cpd00341	N-Carbamoylputrescine	C5H14N3O	ok	408.938	3.908	97.739	0.934
cpd00342	N-Acetylornithine	C7H14N2O3	ok	74.638	3.728	17.839	0.891
cpd00343	N-Carbamoyl-L-aspartate	C5H6N2O5	ok	-569.321	4.581	-136.071	1.095
cpd00344	N-Formimino-L-glutamate	C6H9N2O4	outside CC span	-152.530	inf	-36.456	inf
cpd00345	5-Methyltetrahydrofolate	C20H23N7O6	outside CC span	524.021	inf	125.244	inf
cpd00346	L-Aspartate4-semialdehyde	C4H7NO3	ok	-164.737	3.717	-39.373	0.888
cpd00347	5-10-Methenyltetrahydrofolate	C20H20N7O6	outside CC span	397.453	inf	94.994	inf
cpd00348	D-Galactose 1-phosphate	C6H11O9P	ok	-1311.796	2.933	-313.527	0.701
cpd00349	Sedoheptulose 1,7-bisphosphate	C7H12O13P2	ok	-2269.925	2.106	-542.525	0.503
cpd00350	Farnesyldiphosphate	C15H26O7P2	ok	-552.398	7.376	-132.026	1.763
cpd00351	Saccharopine	C11H19N2O6	ok	-197.637	3.818	-47.236	0.912
cpd00352	delta1-Piperideine-6-L-carboxylate	C6H8NO2	ok	118.077	4.742	28.221	1.133
cpd00353	D-threo-Isocitric acid	C6H5O7	ok	-960.815	2.025	-229.640	0.484
cpd00354	NDP	C5H9O10P2R	outside CC span	0.000	inf	0.000	inf
cpd00355	Nicotinamide ribonucleotide	C11H14N2O8P	ok	-830.661	7.254	-198.533	1.734
cpd00356	dCTP	C9H13N3O13P3	ok	-2450.804	4.891	-585.756	1.169
cpd00357	TTP	C10H14N2O14P3	ok	-2639.027	5.231	-630.743	1.250
cpd00358	dUTP	C9H12N2O14P3	ok	-2717.838	4.998	-649.579	1.195
cpd00359	indol	C8H7N	ok	506.760	2.167	121.119	0.518
cpd00360	Purine	C5H4N4	ok	468.538	3.882	111.983	0.928
cpd00361	ACTN	C4H8O2	ok	34.901	1.292	8.342	0.309
cpd00362	Estrone	C18H22O2	outside CC span	633.620	inf	151.439	inf
cpd00363	Ethanol	C2H6O	ok	64.532	1.511	15.423	0.361
cpd00364	Chinone	C6H4O2	ok	-46.296	8.479	-11.065	2.026
cpd00365	Retinol	C20H30O	ok	1481.712	11.650	354.138	2.784
cpd00366	Ribitol	C5H12O5	ok	-290.463	2.158	-69.422	0.516
cpd00367	Cytidine	C9H13N3O5	ok	10.546	3.778	2.521	0.903
cpd00368	D-Lyxose	C5H10O5	ok	-341.737	2.315	-81.677	0.553
cpd00369	Ecdysone	C27H44O6	outside CC span	929.773	inf	222.221	inf
cpd00370	Lichenan	C6H10O5	ok	-317.702	1.985	-75.932	0.474
cpd00371	Propanal	C3H6O	ok	111.629	0.839	26.680	0.200
cpd00372	Pyrazole	C3H4N2	outside CC span	162.977	inf	38.952	inf
cpd00373	Sinapate	C11H11O5	ok	-246.121	7.363	-58.824	1.760
cpd00374	Tyramine	C8H12NO	ok	395.291	2.891	94.477	0.691
cpd00375	Arylamide	C7H6NOR	outside CC span	0.000	inf	0.000	inf
cpd00376	Bilirubin	C33H34N4O6	ok	1050.321	19.607	251.033	4.686
cpd00378	Formamide	CH3NO	ok	-69.239	7.354	-16.548	1.758
cpd00379	Glutarate	C5H6O4	ok	-430.776	1.501	-102.958	0.359
cpd00380	Itaconate	C5H4O4	ok	-432.599	1.578	-103.394	0.377
cpd00381	L-Cystine	C6H12N2O4S2	ok	-177.697	2.933	-42.471	0.701
cpd00382	Melitose	C18H32O16	ok	-936.961	3.708	-223.939	0.886
cpd00383	Shikimate	C7H9O5	ok	-429.400	5.857	-102.629	1.400
cpd00384	Sisomicin	C19H42N5O7	ok	789.820	11.437	188.771	2.734
cpd00385	Sulochrin	C17H16O7	ok	-367.101	13.667	-87.739	3.267
cpd00386	D-Malate	C4H4O5	ok	-689.398	4.220	-164.770	1.009
cpd00387	ADPglucose	C16H23N5O15P2	ok	-1673.935	2.065	-400.080	0.493
cpd00388	Allantoate	C4H7N4O4	ok	-359.886	6.959	-86.015	1.663
cpd00389	Biliverdin	C33H32N4O6	ok	988.347	22.877	236.221	5.468
cpd00390	CDP-glucose	C15H23N3O16P2	ok	-1995.701	4.883	-476.984	1.167
cpd00391	D-Xylonate	C5H9O6	ok	-605.801	1.205	-144.790	0.288
cpd00392	Phycite	C4H10O4	ok	-232.742	1.201	-55.627	0.287
cpd00393	Folate	C19H17N7O6	outside CC span	277.726	inf	66.378	inf
cpd00394	Gentamicin	C21H48N5O7	outside CC span	0.000	inf	0.000	inf
cpd00395	L-Cysteate	C3H6NO5S	outside CC span	-882.760	inf	-210.985	inf
cpd00396	L-Rhamnose	C6H12O5	ok	-266.219	1.387	-63.628	0.331
cpd00397	L-Ribulose	C5H10O5	ok	-351.255	1.495	-83.952	0.357
cpd00398	Naringenin	C15H12O5	ok	-205.318	11.328	-49.072	2.707
cpd00399	Oleoyl-CoA	C39H64N7O17P3S	ok	-442.099	11.030	-105.664	2.636
cpd00400	Acrylate	C3H3O2	ok	-149.390	1.616	-35.705	0.386
cpd00401	Benzoyl-CoA	C28H36N7O17P3S	ok	-1627.604	8.276	-389.007	1.978
cpd00402	CDPglycerol	C12H19N3O13P2	ok	-1735.611	4.531	-414.821	1.083
cpd00403	D-Mannonate	C6H11O7	ok	-676.803	1.400	-161.760	0.335
cpd00404	D-Ornithine	C5H13N2O2	ok	156.992	3.018	37.522	0.721
cpd00405	Hexadecanal	C16H32O	ok	1263.081	5.495	301.884	1.313
cpd00406	Hypotaurine	C2H7NO2S	outside CC span	228.624	inf	54.642	inf
cpd00407	Limonene	C10H16	ok	772.868	6.687	184.720	1.598
cpd00408	Pantoate	C6H11O4	ok	-192.242	4.738	-45.947	1.132
cpd00409	Androsterone	C19H30O2	outside CC span	911.092	inf	217.756	inf
cpd00410	Cytochrome c	C42H42FeN8O8R4S2	outside CC span	0.000	inf	0.000	inf
cpd00411	D-Tryptophan	C11H12N2O2	ok	357.999	4.186	85.564	1.001
cpd00412	Deoxyuridine	C9H12N2O5	ok	-80.549	4.077	-19.252	0.974
cpd00413	Glutaryl-CoA	C26H37N7O19P3S	ok	-2054.785	7.811	-491.105	1.867
cpd00414	Glycopeptide	C36H65N8O17	ok	339.716	12.868	81.194	3.075
cpd00415	Quinol	C6H6O2	ok	-43.020	4.270	-10.282	1.021
cpd00416	Itaconyl-CoA	C26H35N7O19P3S	ok	-2056.629	8.250	-491.546	1.972
cpd00417	L-Lyxitol	C5H12O5	ok	-303.744	1.348	-72.597	0.322
cpd00418	NO	NO	ok	86.501	2.933	20.674	0.701
cpd00419	PM	C8H13N2O2	ok	304.883	4.178	72.869	0.999
cpd00420	Testosterone	C19H28O2	outside CC span	864.623	inf	206.650	inf
cpd00421	Triphosphate	HO10P3	outside CC span	14.563	inf	3.481	inf
cpd00422	Cinnamoyl-CoA	C30H38N7O17P3S	ok	-1453.777	9.025	-347.461	2.157
cpd00423	Vitamin B12r	C62H87CoN13O14P	outside CC span	3702.805	inf	884.992	inf
cpd00424	Cystathionine	C7H14N2O4S	ok	-86.612	3.989	-20.701	0.953
cpd00425	(CH3)2NH	C2H8N	ok	321.802	2.933	76.912	0.701
cpd00426	Homogentisate	C8H7O4	ok	-332.786	4.175	-79.538	0.998
cpd00427	L-Arabinonate	C5H9O6	ok	-605.801	1.205	-144.790	0.288
cpd00428	2-Oxopropanal	C3H4O2	ok	-94.186	1.744	-22.511	0.417
cpd00429	Arterenol	C8H12NO3	ok	29.228	4.261	6.986	1.018
cpd00430	PACT	C8H8O2	ok	143.222	3.059	34.231	0.731
cpd00431	Sphingomyelin	C24H48N2O6PR	outside CC span	0.000	inf	0.000	inf
cpd00432	meso-Tartrate	C4H4O6	ok	-846.069	2.085	-202.215	0.498
cpd00433	(+)-Neomenthol	C10H20O	ok	671.319	6.906	160.449	1.651
cpd00434	4-Aminobutanal	C4H10NO	ok	263.711	1.615	63.028	0.386
cpd00435	Phenylcarbinol	C7H8O	ok	293.877	2.577	70.238	0.616
cpd00436	Cyclopentanone	C5H8O	ok	168.506	6.240	40.274	1.491
cpd00437	D-Tagaturonate	C6H9O7	ok	-723.569	1.591	-172.937	0.380
cpd00438	Deoxyadenosine	C10H13N5O3	ok	498.213	3.049	119.076	0.729
cpd00439	Mandelonitrile	C8H7NO	outside CC span	233.083	inf	55.708	inf
cpd00440	Phosphoramidon	C23H32N3O10P	outside CC span	566.721	inf	135.450	inf
cpd00441	(CH3)3N	C3H10N	ok	443.798	2.933	106.070	0.701
cpd00442	(3S)-Citryl-CoA	C27H36N7O22P3S	ok	-2593.671	7.784	-619.902	1.860
cpd00443	ABEE	C7H6NO2	ok	43.163	2.837	10.316	0.678
cpd00444	CDPethanolamine	C11H19N4O11P2	ok	-1439.862	5.182	-344.135	1.239
cpd00445	Cyclohexanamine	C6H14N	ok	549.918	7.084	131.434	1.693
cpd00446	cAMP	C10H11N5O6P	ok	-350.996	1.580	-83.890	0.378
cpd00447	Betaine aldehyde	C5H12NO	outside CC span	401.985	inf	96.077	inf
cpd00448	D-Glyceraldehyde	C3H6O3	ok	-191.938	1.364	-45.874	0.326
cpd00449	Dihydrolipoamide	C8H17NOS2	ok	581.888	7.177	139.075	1.715
cpd00450	Methyl sulfide	C2H6S	ok	251.938	5.623	60.215	1.344
cpd00451	Glycocyamine	C3H7N3O2	ok	-23.728	6.664	-5.671	1.593
cpd00452	Phenylacetyl-CoA	C29H38N7O17P3S	ok	-1539.032	8.362	-367.838	1.999
cpd00453	1,2-Propanediol	C3H8O2	ok	-10.185	1.889	-2.434	0.451
cpd00454	Dinoprostone	C20H31O5	ok	697.402	8.247	166.683	1.971
cpd00455	2-Deoxy-D-glucose	C6H12O5	ok	-257.294	1.319	-61.495	0.315
cpd00456	3-Hydroxybenzoate	C7H5O3	ok	-214.913	2.587	-51.365	0.618
cpd00457	Phosphocholine	C5H13NO4P	outside CC span	-445.715	inf	-106.528	inf
cpd00458	Coniferol	C10H12O3	ok	164.761	4.554	39.379	1.088
cpd00459	N-Acylneuraminate	C10H15NO9R	outside CC span	0.000	inf	0.000	inf
cpd00460	Sulfoacetaldehyde	C2H3O4S	outside CC span	-778.774	inf	-186.131	inf
cpd00461	Oxopent-4-enoate	C5H5O3	ok	-178.357	1.790	-42.628	0.428
cpd00463	Cholestenone	C27H44O	outside CC span	1741.672	inf	416.270	inf
cpd00464	alpha-Tolualdehyde	C8H8O	ok	339.975	2.647	81.256	0.633
cpd00465	Ureidoglycolate	C3H5N2O4	ok	-475.487	3.672	-113.644	0.878
cpd00466	o-Phenanthroline	C12H8N2	ok	678.755	8.072	162.226	1.929
cpd00467	3-Sulfinoalanine	C3H6NO4S	outside CC span	-138.679	inf	-33.145	inf
cpd00468	Deoxyribonucleotide	C5H8O6PR	outside CC span	0.000	inf	0.000	inf
cpd00469	N-Acetyllactosamine	C14H25NO11	ok	-537.071	3.127	-128.363	0.747
cpd00470	N1-Acetylspermidine	C9H23N3O	ok	794.872	6.164	189.979	1.473
cpd00471	Quercetin 3-sulfate	C15H7O10S	outside CC span	-1361.403	inf	-325.383	inf
cpd00472	UDPgalacturonate	C15H19N2O18P2	ok	-2558.198	5.217	-611.424	1.247
cpd00473	3-Dehydro-L-gulonate	C6H9O7	ok	-721.221	1.321	-172.376	0.316
cpd00474	3-Oxo-delta4-steroid	C19H28O	outside CC span	1032.287	inf	246.723	inf
cpd00475	Ribose 1-phosphate	C5H9O8P	ok	-1223.555	1.472	-292.437	0.352
cpd00477	N-Acetyl-L-glutamate	C7H9NO5	ok	-444.319	3.102	-106.195	0.741
cpd00478	Pyridoxine phosphate	C8H10NO6P	ok	-804.128	3.684	-192.191	0.880
cpd00479	Gentisate	C7H5O4	ok	-421.343	4.155	-100.703	0.993
cpd00480	2-Dehydro-D-gluconate	C6H9O7	ok	-726.396	3.124	-173.613	0.747
cpd00481	Isobutyryl-CoA	C25H38N7O17P3S	ok	-1676.535	8.065	-400.702	1.928
cpd00482	2-Phospho-D-glycerate	C3H4O7P	ok	-1346.769	0.825	-321.885	0.197
cpd00483	3-Hydroxyanthranilate	C7H6NO3	ok	-163.300	4.213	-39.030	1.007
cpd00484	p-Hydroxybenzaldehyde	C7H6O2	ok	43.327	2.745	10.355	0.656
cpd00485	D-Mannose1-phosphate	C6H11O9P	ok	-1311.436	2.256	-313.441	0.539
cpd00486	Indoleacetaldehyde	C10H9NO	ok	461.860	4.256	110.387	1.017
cpd00487	Higher fatty acid	C3H5O2R	outside CC span	0.000	inf	0.000	inf
cpd00488	PGF2a	C20H33O5	ok	757.810	8.109	181.121	1.938
cpd00489	4-Hydroxyphenylacetate	C8H7O3	ok	-126.333	2.620	-30.194	0.626
cpd00490	5-Hydroxy-L-tryptophan	C11H12N2O3	ok	151.529	5.035	36.216	1.203
cpd00491	D-glucitol 6-phosphate	C6H13O9P	ok	-1267.643	1.806	-302.974	0.432
cpd00492	N-Acetyl-D-mannosamine	C8H15NO6	ok	-276.861	2.353	-66.171	0.562
cpd00493	Pyridoxamine phosphate	C8H12N2O5P	ok	-582.347	3.874	-139.184	0.926
cpd00494	4-Hydroxymandelonitrile	C8H7NO2	outside CC span	26.609	inf	6.360	inf
cpd00495	4-Methylene-L-glutamate	C6H8NO4	ok	-275.032	1.698	-65.734	0.406
cpd00496	D-Arabinono-1,4-lactone	C5H8O5	ok	-428.346	1.881	-102.377	0.449
cpd00497	XMP	C10H11N4O9P	ok	-1020.001	3.204	-243.786	0.766
cpd00498	2-Aceto-2-hydroxybutanoate	C6H9O4	ok	-247.749	1.751	-59.213	0.418
cpd00499	D-glucose-1,6-biphosphate	C6H10O12P2	ok	-2202.160	3.154	-526.329	0.754
cpd00501	beta-D-Glucose 1-phosphate	C6H11O9P	ok	-1303.776	1.301	-311.610	0.311
cpd00502	5-Formiminotetrahydrofolate	C20H22N8O6	ok	569.920	11.341	136.214	2.710
cpd00503	D-Fructose 2,6-bisphosphate	C6H10O12P2	ok	-2184.409	2.838	-522.086	0.678
cpd00504	LL-2,6-Diaminopimelate	C7H14N2O4	ok	-116.379	2.906	-27.815	0.695
cpd00506	gamma-Glutamylcysteine	C8H12N2O5S	ok	-271.659	3.584	-64.928	0.857
cpd00507	Glycerophosphocholine	C8H20NO6P	outside CC span	-192.833	inf	-46.088	inf
cpd00508	3MOP	C6H9O3	ok	-84.192	1.659	-20.122	0.397
cpd00509	deoxyribose-1-phosphate	C5H9O7P	ok	-1062.367	3.115	-253.912	0.745
cpd00510	deoxyribose-5-phosphate	C5H9O7P	ok	-1087.020	2.287	-259.804	0.547
cpd00511	Androstanedione	C19H28O2	outside CC span	850.685	inf	203.319	inf
cpd00512	Deoxynucleoside 3'-phosphate	C5H8O6PR	outside CC span	0.000	inf	0.000	inf
cpd00513	Deoxynucleoside 5'-phosphate	C5H8O6PR	outside CC span	0.000	inf	0.000	inf
cpd00514	Deoxynucleoside triphosphate	C5H9O12P3R	outside CC span	0.000	inf	0.000	inf
cpd00515	5-Dehydro-4-deoxy-D-glucarate	C6H6O7	ok	-865.322	1.642	-206.817	0.392
cpd00516	meso-2,6-Diaminopimelate	C7H14N2O4	ok	-118.034	2.906	-28.211	0.695
cpd00517	1-Acyl-sn-glycerol 3-phosphate	C21H39O7P	ok	303.457	6.520	72.528	1.558
cpd00518	2-Hydroxymuconic semialdehyde	C6H5O4	ok	-288.050	2.296	-68.846	0.549
cpd00519	D-methylmalonyl-CoA	C25H35N7O19P3S	ok	-2132.616	8.542	-509.707	2.042
cpd00520	2-Dehydro-3-deoxy-D-pentonate	C5H7O5	ok	-495.616	2.413	-118.455	0.577
cpd00521	dTDP-4-oxo-6-deoxy-D-glucose	C16H22N2O15P2	ok	-1894.816	5.984	-452.872	1.430
cpd00522	dTDP-4-oxo-L-rhamnose	C16H22N2O15P2	ok	-1908.110	6.003	-456.049	1.435
cpd00523	Trehalose 6-phosphate	C12H21O14P	ok	-1578.858	2.215	-377.356	0.529
cpd00524	2-Inosose	C6H10O6	ok	-577.694	6.632	-138.072	1.585
cpd00525	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	C28H39N5O23P2	ok	-2395.027	8.315	-572.425	1.987
cpd00526	Cholate	C24H39O5	outside CC span	786.895	inf	188.072	inf
cpd00527	Prostaglandin D2	C20H31O5	ok	697.402	8.247	166.683	1.971
cpd00528	N2	N2	ok	18.699	2.933	4.469	0.701
cpd00530	XTP	C10H12N4O15P3	ok	-2759.174	4.034	-659.458	0.964
cpd00531	Hg2+	Hg	outside CC span	-4.111	inf	-0.983	inf
cpd00532	O2-	HO2	outside CC span	0.000	inf	0.000	inf
cpd00533	dCDP	C9H13N3O10P2	ok	-1580.494	4.451	-377.747	1.064
cpd00534	I-	I	outside CC span	-0.810	inf	-0.194	inf
cpd00536	Oleate	C18H33O2	ok	1177.075	5.869	281.328	1.403
cpd00537	Panose	C18H32O16	ok	-948.175	3.618	-226.619	0.865
cpd00538	Pterin	C6H5N5O	outside CC span	332.042	inf	79.360	inf
cpd00540	BET	C5H11NO2	outside CC span	143.783	inf	34.365	inf
cpd00541	Lipoate	C8H13O2S2	ok	273.063	7.056	65.264	1.686
cpd00542	R-CN	CNR	outside CC span	0.000	inf	0.000	inf
cpd00543	Orcinol	C7H8O2	ok	36.733	4.192	8.779	1.002
cpd00544	Tropine	C8H16NO	outside CC span	444.091	inf	106.140	inf
cpd00545	Ubenimex	C16H24N2O4	ok	505.424	3.916	120.799	0.936
cpd00546	Cortisol	C21H30O5	outside CC span	507.060	inf	121.190	inf
cpd00547	Cysteine	C3H6NO2S	ok	-62.978	3.160	-15.052	0.755
cpd00548	D-Hexose	C6H12O6	ok	-425.201	1.129	-101.625	0.270
cpd00549	D-Lysine	C6H15N2O2	ok	250.401	3.693	59.847	0.883
cpd00550	D-Serine	C3H7NO3	ok	-238.793	2.737	-57.073	0.654
cpd00551	DTYL	C4H6O2	ok	-9.516	1.639	-2.274	0.392
cpd00552	F-	F	outside CC span	-0.810	inf	-0.194	inf
cpd00553	Macrocin	C45H76NO17	outside CC span	1183.029	inf	282.751	inf
cpd00554	Nicotine	C10H15N2	ok	814.831	9.168	194.749	2.191
cpd00555	OT	C43H67N12O12S2	outside CC span	2126.550	inf	508.258	inf
cpd00556	Pyridine	C5H5N	ok	362.120	3.476	86.549	0.831
cpd00557	Siroheme	C42H36FeN4O16	outside CC span	1496.464	inf	357.663	inf
cpd00558	Spermine	C10H30N4	ok	1223.533	10.280	292.431	2.457
cpd00559	Supraene	C30H50	ok	2677.552	14.561	639.950	3.480
cpd00560	Tungsten	W	outside CC span	0.000	inf	0.000	inf
cpd00561	Vanillin	C8H8O3	ok	-57.321	4.103	-13.700	0.981
cpd00562	1-Octanol	C8H18O	ok	594.868	2.900	142.177	0.693
cpd00563	Berberine	C20H18NO4	outside CC span	276.200	inf	66.013	inf
cpd00564	Bergaptol	C11H5O4	outside CC span	134.791	inf	32.216	inf
cpd00565	Coniferin	C16H22O8	ok	-129.562	6.893	-30.966	1.648
cpd00566	Cortisone	C21H28O5	outside CC span	446.652	inf	106.752	inf
cpd00567	D-Proline	C5H9NO2	ok	38.113	8.151	9.109	1.948
cpd00568	D-Sorbose	C6H12O6	ok	-427.994	1.482	-102.293	0.354
cpd00569	Digitonin	C56H92O29	outside CC span	-91.379	inf	-21.840	inf
cpd00570	Flavanone	C15H12O2	ok	414.650	6.582	99.104	1.573
cpd00571	Glucarate	C6H8O8	ok	-980.480	1.719	-234.340	0.411
cpd00572	Histidine	C6H9N3O2	ok	187.741	4.109	44.871	0.982
cpd00573	L-Idonate	C6H11O7	ok	-676.803	1.400	-161.760	0.335
cpd00574	Mevaldate	C6H9O4	ok	-242.025	1.378	-57.845	0.329
cpd00575	Pepstatin	C34H62N5O9	ok	1322.581	11.718	316.104	2.801
cpd00576	Phloretin	C15H14O5	ok	-86.572	8.605	-20.691	2.057
cpd00577	Tretin M	C20H27O2	ok	1166.960	10.609	278.910	2.536
cpd00578	Scytalone	C10H10O4	ok	-212.353	11.778	-50.754	2.815
cpd00579	Serotonin	C10H13N2O	ok	517.170	5.139	123.607	1.228
cpd00580	Tropinone	C8H14NO	outside CC span	383.656	inf	91.696	inf
cpd00581	Urocanate	C6H5N2O2	ok	114.581	4.081	27.385	0.975
cpd00582	Vestitone	C16H14O5	ok	-100.598	10.079	-24.043	2.409
cpd00583	L-Adrenaline	C9H14NO3	ok	142.476	6.062	34.052	1.449
cpd00584	CDP-ribitol	C14H23N3O15P2	ok	-1877.615	4.564	-448.761	1.091
cpd00585	Creatinine	C4H7N3O	ok	261.897	2.933	62.595	0.701
cpd00586	D-Arginine	C6H15N4O2	ok	305.423	5.759	72.998	1.377
cpd00587	D-Cysteine	C3H6NO2S	ok	-62.978	3.160	-15.052	0.755
cpd00588	Sorbitol	C6H14O6	ok	-374.931	1.309	-89.611	0.313
cpd00589	D-Tagatose	C6H12O6	ok	-427.534	2.000	-102.183	0.478
cpd00590	Dicumarol	C19H10O6	outside CC span	264.189	inf	63.143	inf
cpd00591	Ethylamine	C2H8N	ok	284.834	1.668	68.077	0.399
cpd00592	Formyl-CoA	C22H32N7O17P3S	ok	-1957.123	9.131	-467.764	2.182
cpd00593	Isoflavone	C15H10O2	outside CC span	519.703	inf	124.212	inf
cpd00594	Gulonate	C6H11O7	ok	-676.803	1.400	-161.760	0.335
cpd00595	Nucleoside	C5H9O4R	outside CC span	0.000	inf	0.000	inf
cpd00596	Oxalurate	C3H3N2O4	ok	-573.332	3.963	-137.030	0.947
cpd00597	Valerate	C5H9O2	ok	28.941	1.289	6.917	0.308
cpd00598	Propynoate	C3HO2	outside CC span	-341.604	inf	-81.645	inf
cpd00599	SALC	C7H5O3	ok	-214.877	2.587	-51.357	0.618
cpd00601	D-Camphor	C10H16O	outside CC span	526.755	inf	125.897	inf
cpd00602	(-)-Camphor	C10H16O	outside CC span	526.755	inf	125.897	inf
cpd00604	4-Coumarate	C9H7O3	ok	-41.078	3.080	-9.818	0.736
cpd00605	Malonylurea	C4H3N2O3	outside CC span	-101.501	inf	-24.259	inf
cpd00606	Biochanin A	C16H11O5	outside CC span	4.179	inf	0.999	inf
cpd00607	Citramalate	C5H6O5	ok	-592.049	1.483	-141.503	0.354
cpd00608	D-Altronate	C6H11O7	ok	-676.803	1.400	-161.760	0.335
cpd00609	D-Glucarate	C6H8O8	ok	-980.480	1.719	-234.340	0.411
cpd00610	D-Glutamine	C5H10N2O3	ok	-110.839	2.691	-26.491	0.643
cpd00611	D-Threonine	C4H9NO3	ok	-151.836	1.437	-36.290	0.343
cpd00612	Dopaquinone	C9H9NO4	ok	-197.353	7.086	-47.169	1.693
cpd00613	Hexadecanol	C16H34O	ok	1305.318	5.505	311.979	1.316
cpd00614	Iron-sulfur	FeS	outside CC span	0.000	inf	0.000	inf
cpd00615	Bekanamycin	C18H42N5O10	ok	249.750	10.434	59.692	2.494
cpd00616	Pretyrosine	C10H12NO5	ok	-250.564	8.904	-59.886	2.128
cpd00617	Lactoyl-CoA	C24H36N7O18P3S	ok	-1926.954	7.733	-460.553	1.848
cpd00618	Naphthalene	C10H8	ok	532.089	5.710	127.172	1.365
cpd00619	Oxomalonate	C3O5	ok	-811.891	1.597	-194.047	0.382
cpd00620	Pantetheine	C11H22N2O4S	ok	331.951	5.898	79.338	1.410
cpd00621	Catenulin	C23H50N5O14	ok	66.906	10.870	15.991	2.598
cpd00622	Sepiapterin	C9H11N5O3	outside CC span	325.547	inf	77.808	inf
cpd00623	Sphinganine	C18H40NO2	ok	1388.662	5.557	331.898	1.328
cpd00624	Streptidine	C8H20N6O4	ok	227.578	13.228	54.392	3.161
cpd00625	Xanthotoxol	C11H6O4	outside CC span	194.358	inf	46.453	inf
cpd00626	dTDPglucose	C16H24N2O16P2	ok	-2005.756	5.231	-479.387	1.250
cpd00627	l-Menthone	C10H18O	ok	610.912	6.950	146.011	1.661
cpd00628	(R)-Prunasin	C14H17NO6	outside CC span	-26.651	inf	-6.370	inf
cpd00629	2-Furoyl-CoA	C26H34N7O18P3S	outside CC span	-1774.183	inf	-424.040	inf
cpd00630	3-Oxoadipate	C6H6O5	ok	-546.172	1.670	-130.538	0.399
cpd00631	4-Pyridoxate	C8H8NO4	ok	-219.134	3.512	-52.374	0.839
cpd00632	6-Oxocineole	C10H16O2	outside CC span	447.564	inf	106.970	inf
cpd00633	Ethyl acetate	C4H8O2	ok	-11.699	2.933	-2.796	0.701
cpd00634	Chlorogenate	C16H17O9	ok	-622.036	9.441	-148.670	2.256
cpd00635	Cbl	C62H87CoN13O14P	outside CC span	3702.805	inf	884.992	inf
cpd00636	Hexalin	C6H12O	ok	319.579	6.638	76.381	1.587
cpd00637	D-Methionine	C5H11NO2S	ok	126.958	3.867	30.344	0.924
cpd00638	Deamido-NAD	C21H24N6O15P2	ok	-1444.127	6.693	-345.155	1.600
cpd00639	Formononetin	C16H11O4	outside CC span	151.747	inf	36.268	inf
cpd00640	Gibberellin 1	C19H23O6	outside CC span	936.307	inf	223.783	inf
cpd00641	L-Histidinol	C6H12N3O	ok	487.115	4.139	116.423	0.989
cpd00642	L-Rhamnulose	C6H12O5	ok	-266.084	1.387	-63.596	0.331
cpd00643	Methanofuran	C34H40N4O15	outside CC span	-354.793	inf	-84.798	inf
cpd00644	PAN	C9H16NO5	ok	-130.375	5.658	-31.160	1.352
cpd00645	2-Oxostearate	C18H33O3	ok	976.415	5.656	233.369	1.352
cpd00646	PNP	C6H5NO3	outside CC span	201.212	inf	48.091	inf
cpd00647	Aminomalonate	C3H4NO4	ok	-539.148	1.604	-128.859	0.383
cpd00648	Angiotensin I	C62H90N17O14	outside CC span	2070.614	inf	494.889	inf
cpd00649	Coenzyme F420	C29H32N5O18P	outside CC span	-1310.739	inf	-313.274	inf
